Hugo_Symbol,SEQ_ASSAY_ID
RPTOR,UHN-555-GYNE-V1
ACTG1,UHN-555-GYNE-V1
ASPSCR1,UHN-555-GYNE-V1
PER1,UHN-555-GYNE-V1
AURKB,UHN-555-GYNE-V1
ZNF521,UHN-555-GYNE-V1
CDH2,UHN-555-GYNE-V1
TTR,UHN-555-GYNE-V1
PIK3C3,UHN-555-GYNE-V1
SETBP1,UHN-555-GYNE-V1
SMAD2,UHN-555-GYNE-V1
MBD1,UHN-555-GYNE-V1
SMAD4,UHN-555-GYNE-V1
DCC,UHN-555-GYNE-V1
MALT1,UHN-555-GYNE-V1
CDH20,UHN-555-GYNE-V1
BCL2,UHN-555-GYNE-V1
TYK2,UHN-555-GYNE-V1
KEAP1,UHN-555-GYNE-V1
SMARCA4,UHN-555-GYNE-V1
STK11,UHN-555-GYNE-V1
CALR,UHN-555-GYNE-V1
ZSWIM4,UHN-555-GYNE-V1
TCF3,UHN-555-GYNE-V1
JAK3,UHN-555-GYNE-V1
PIK3R2,UHN-555-GYNE-V1
CRTC1,UHN-555-GYNE-V1
MEF2B,UHN-555-GYNE-V1
DOT1L,UHN-555-GYNE-V1
CCNE1,UHN-555-GYNE-V1
GNA11,UHN-555-GYNE-V1
FZR1,UHN-555-GYNE-V1
RYR1,UHN-555-GYNE-V1
AKT2,UHN-555-GYNE-V1
MAP2K2,UHN-555-GYNE-V1
AXL,UHN-555-GYNE-V1
TGFB1,UHN-555-GYNE-V1
ANKRD24,UHN-555-GYNE-V1
CD79A,UHN-555-GYNE-V1
CIC,UHN-555-GYNE-V1
BCL3,UHN-555-GYNE-V1
MARK4,UHN-555-GYNE-V1
ERCC2,UHN-555-GYNE-V1
ERCC1,UHN-555-GYNE-V1
PPP2R1A,UHN-555-GYNE-V1
AURKC,UHN-555-GYNE-V1
MLLT1,UHN-555-GYNE-V1
AFF3,UHN-555-GYNE-V1
PAX8,UHN-555-GYNE-V1
ERCC3,UHN-555-GYNE-V1
LRP1B,UHN-555-GYNE-V1
ACVR2A,UHN-555-GYNE-V1
MYCN,UHN-555-GYNE-V1
PDK1,UHN-555-GYNE-V1
NFE2L2,UHN-555-GYNE-V1
PMS1,UHN-555-GYNE-V1
STAT4,UHN-555-GYNE-V1
SF3B1,UHN-555-GYNE-V1
CASP8,UHN-555-GYNE-V1
CREB1,UHN-555-GYNE-V1
IDH1,UHN-555-GYNE-V1
ERBB4,UHN-555-GYNE-V1
BARD1,UHN-555-GYNE-V1
FN1,UHN-555-GYNE-V1
STK36,UHN-555-GYNE-V1
PAX3,UHN-555-GYNE-V1
CUL3,UHN-555-GYNE-V1
SP140,UHN-555-GYNE-V1
UGT1A1,UHN-555-GYNE-V1
NCOA1,UHN-555-GYNE-V1
DNMT3A,UHN-555-GYNE-V1
ALK,UHN-555-GYNE-V1
EML4,UHN-555-GYNE-V1
EPCAM,UHN-555-GYNE-V1
MSH2,UHN-555-GYNE-V1
MSH6,UHN-555-GYNE-V1
FANCL,UHN-555-GYNE-V1
BCL11A,UHN-555-GYNE-V1
REL,UHN-555-GYNE-V1
XPO1,UHN-555-GYNE-V1
TCF7L1,UHN-555-GYNE-V1
BCL2L1,UHN-555-GYNE-V1
ASXL1,UHN-555-GYNE-V1
SRC,UHN-555-GYNE-V1
TOP1,UHN-555-GYNE-V1
PLCG1,UHN-555-GYNE-V1
PTPRT,UHN-555-GYNE-V1
ZNF217,UHN-555-GYNE-V1
AURKA,UHN-555-GYNE-V1
GNAS,UHN-555-GYNE-V1
SS18L1,UHN-555-GYNE-V1
ARFRP1,UHN-555-GYNE-V1
RUNX1,UHN-555-GYNE-V1
ERG,UHN-555-GYNE-V1
TMPRSS2,UHN-555-GYNE-V1
UMODL1,UHN-555-GYNE-V1
U2AF1,UHN-555-GYNE-V1
ITGB2,UHN-555-GYNE-V1
CRKL,UHN-555-GYNE-V1
MAPK1,UHN-555-GYNE-V1
BCR,UHN-555-GYNE-V1
SMARCB1,UHN-555-GYNE-V1
MN1,UHN-555-GYNE-V1
CHEK2,UHN-555-GYNE-V1
EWSR1,UHN-555-GYNE-V1
NF2,UHN-555-GYNE-V1
TIMP3,UHN-555-GYNE-V1
MYH9,UHN-555-GYNE-V1
SOX10,UHN-555-GYNE-V1
PDGFB,UHN-555-GYNE-V1
MKL1,UHN-555-GYNE-V1
EP300,UHN-555-GYNE-V1
CYP2D6,UHN-555-GYNE-V1
CYP2D7P,UHN-555-GYNE-V1
ARFGAP3,UHN-555-GYNE-V1
PACSIN2,UHN-555-GYNE-V1
FANCD2,UHN-555-GYNE-V1
VHL,UHN-555-GYNE-V1
GSK3B,UHN-555-GYNE-V1
PPARG,UHN-555-GYNE-V1
RAF1,UHN-555-GYNE-V1
GATA2,UHN-555-GYNE-V1
RPN1,UHN-555-GYNE-V1
EPHB1,UHN-555-GYNE-V1
PIK3CB,UHN-555-GYNE-V1
XPC,UHN-555-GYNE-V1
ATR,UHN-555-GYNE-V1
MLF1,UHN-555-GYNE-V1
MECOM,UHN-555-GYNE-V1
PIK3CA,UHN-555-GYNE-V1
KLHL6,UHN-555-GYNE-V1
ETV5,UHN-555-GYNE-V1
BCL6,UHN-555-GYNE-V1
LPP,UHN-555-GYNE-V1
TNK2,UHN-555-GYNE-V1
TGFBR2,UHN-555-GYNE-V1
CRBN,UHN-555-GYNE-V1
MLH1,UHN-555-GYNE-V1
ITGA9,UHN-555-GYNE-V1
MYD88,UHN-555-GYNE-V1
CTNNB1,UHN-555-GYNE-V1
LTF,UHN-555-GYNE-V1
SETD2,UHN-555-GYNE-V1
BAP1,UHN-555-GYNE-V1
PBRM1,UHN-555-GYNE-V1
MAGI1,UHN-555-GYNE-V1
MITF,UHN-555-GYNE-V1
FOXP1,UHN-555-GYNE-V1
EPHA3,UHN-555-GYNE-V1
NFKB1,UHN-555-GYNE-V1
TET2,UHN-555-GYNE-V1
IL2,UHN-555-GYNE-V1
BOD1L1,UHN-555-GYNE-V1
INPP4B,UHN-555-GYNE-V1
FBXW7,UHN-555-GYNE-V1
FGA,UHN-555-GYNE-V1
FGFR3,UHN-555-GYNE-V1
WHSC1,UHN-555-GYNE-V1
PHOX2B,UHN-555-GYNE-V1
FIP1L1,UHN-555-GYNE-V1
CHIC2,UHN-555-GYNE-V1
PDGFRA,UHN-555-GYNE-V1
KIT,UHN-555-GYNE-V1
KDR,UHN-555-GYNE-V1
LPHN3,UHN-555-GYNE-V1
EPHA5,UHN-555-GYNE-V1
ALB,UHN-555-GYNE-V1
FAM175A,UHN-555-GYNE-V1
AFF1,UHN-555-GYNE-V1
APC,UHN-555-GYNE-V1
SRP19,UHN-555-GYNE-V1
TERT,UHN-555-GYNE-V1
IL3,UHN-555-GYNE-V1
RAD50,UHN-555-GYNE-V1
EGR1,UHN-555-GYNE-V1
CTNNA1,UHN-555-GYNE-V1
PCDHAC2,UHN-555-GYNE-V1
CSF1R,UHN-555-GYNE-V1
PDGFRB,UHN-555-GYNE-V1
CD74,UHN-555-GYNE-V1
NPM1,UHN-555-GYNE-V1
FGFR4,UHN-555-GYNE-V1
NSD1,UHN-555-GYNE-V1
FLT4,UHN-555-GYNE-V1
SDHA,UHN-555-GYNE-V1
IL7R,UHN-555-GYNE-V1
GDNF,UHN-555-GYNE-V1
LIFR,UHN-555-GYNE-V1
RICTOR,UHN-555-GYNE-V1
FGF10,UHN-555-GYNE-V1
IL6ST,UHN-555-GYNE-V1
MAP3K1,UHN-555-GYNE-V1
PIK3R1,UHN-555-GYNE-V1
MTRR,UHN-555-GYNE-V1
PRDM1,UHN-555-GYNE-V1
FOXO3,UHN-555-GYNE-V1
WISP3,UHN-555-GYNE-V1
ROS1,UHN-555-GYNE-V1
SGK1,UHN-555-GYNE-V1
MYB,UHN-555-GYNE-V1
TNFAIP3,UHN-555-GYNE-V1
ESR1,UHN-555-GYNE-V1
SYNE1,UHN-555-GYNE-V1
EZR,UHN-555-GYNE-V1
IGF2R,UHN-555-GYNE-V1
RPS6KA2,UHN-555-GYNE-V1
MLLT4,UHN-555-GYNE-V1
DEK,UHN-555-GYNE-V1
POU5F1,UHN-555-GYNE-V1
CSNK2B,UHN-555-GYNE-V1
LY6G5B,UHN-555-GYNE-V1
NOTCH4,UHN-555-GYNE-V1
DAXX,UHN-555-GYNE-V1
FANCE,UHN-555-GYNE-V1
PIM1,UHN-555-GYNE-V1
IRF4,UHN-555-GYNE-V1
FOXP4,UHN-555-GYNE-V1
CCND3,UHN-555-GYNE-V1
HSP90AB1,UHN-555-GYNE-V1
PKHD1,UHN-555-GYNE-V1
ICK,UHN-555-GYNE-V1
DST,UHN-555-GYNE-V1
BAI3,UHN-555-GYNE-V1
MAP3K7,UHN-555-GYNE-V1
EPHA7,UHN-555-GYNE-V1
EPHB4,UHN-555-GYNE-V1
PIK3CG,UHN-555-GYNE-V1
MET,UHN-555-GYNE-V1
POT1,UHN-555-GYNE-V1
GRM8,UHN-555-GYNE-V1
SMO,UHN-555-GYNE-V1
CREB3L2,UHN-555-GYNE-V1
TRIM24,UHN-555-GYNE-V1
ETV1,UHN-555-GYNE-V1
BRAF,UHN-555-GYNE-V1
EPHB6,UHN-555-GYNE-V1
EZH2,UHN-555-GYNE-V1
KMT2C,UHN-555-GYNE-V1
XRCC2,UHN-555-GYNE-V1
MNX1,UHN-555-GYNE-V1
CARD11,UHN-555-GYNE-V1
INHBA,UHN-555-GYNE-V1
IKZF1,UHN-555-GYNE-V1
EGFR,UHN-555-GYNE-V1
PMS2,UHN-555-GYNE-V1
RAC1,UHN-555-GYNE-V1
SBDS,UHN-555-GYNE-V1
HGF,UHN-555-GYNE-V1
AKAP9,UHN-555-GYNE-V1
CDK6,UHN-555-GYNE-V1
TRRAP,UHN-555-GYNE-V1
SNX31,UHN-555-GYNE-V1
UBR5,UHN-555-GYNE-V1
CSMD3,UHN-555-GYNE-V1
RAD21,UHN-555-GYNE-V1
EXT1,UHN-555-GYNE-V1
MYC,UHN-555-GYNE-V1
RECQL4,UHN-555-GYNE-V1
WRN,UHN-555-GYNE-V1
ZNF703,UHN-555-GYNE-V1
GPR124,UHN-555-GYNE-V1
FGFR1,UHN-555-GYNE-V1
ZMAT4,UHN-555-GYNE-V1
KAT6A,UHN-555-GYNE-V1
IKBKB,UHN-555-GYNE-V1
HOOK3,UHN-555-GYNE-V1
PRKDC,UHN-555-GYNE-V1
PLAG1,UHN-555-GYNE-V1
PREX2,UHN-555-GYNE-V1
NCOA2,UHN-555-GYNE-V1
NBN,UHN-555-GYNE-V1
RUNX1T1,UHN-555-GYNE-V1
XPA,UHN-555-GYNE-V1
TLR4,UHN-555-GYNE-V1
GSN,UHN-555-GYNE-V1
PPP6C,UHN-555-GYNE-V1
ABL1,UHN-555-GYNE-V1
NUP214,UHN-555-GYNE-V1
TSC1,UHN-555-GYNE-V1
RALGDS,UHN-555-GYNE-V1
BRD3,UHN-555-GYNE-V1
NOTCH1,UHN-555-GYNE-V1
PSIP1,UHN-555-GYNE-V1
MLLT3,UHN-555-GYNE-V1
CDKN2A,UHN-555-GYNE-V1
CDKN2B,UHN-555-GYNE-V1
FANCG,UHN-555-GYNE-V1
PAX5,UHN-555-GYNE-V1
JAK2,UHN-555-GYNE-V1
GNAQ,UHN-555-GYNE-V1
PTPRD,UHN-555-GYNE-V1
HNRNPK,UHN-555-GYNE-V1
NTRK2,UHN-555-GYNE-V1
SYK,UHN-555-GYNE-V1
FANCC,UHN-555-GYNE-V1
PTCH1,UHN-555-GYNE-V1
BTK,UHN-555-GYNE-V1
PAK3,UHN-555-GYNE-V1
AMELX,UHN-555-GYNE-V1
STAG2,UHN-555-GYNE-V1
SH2D1A,UHN-555-GYNE-V1
BCORL1,UHN-555-GYNE-V1
CRLF2,UHN-555-GYNE-V1
PHF6,UHN-555-GYNE-V1
G6PD,UHN-555-GYNE-V1
ZRSR2,UHN-555-GYNE-V1
ARSD,UHN-555-GYNE-V1
BCOR,UHN-555-GYNE-V1
USP9X,UHN-555-GYNE-V1
DDX3X,UHN-555-GYNE-V1
KDM6A,UHN-555-GYNE-V1
ARAF,UHN-555-GYNE-V1
SSX1,UHN-555-GYNE-V1
SSX4,UHN-555-GYNE-V1
SSX4B,UHN-555-GYNE-V1
WAS,UHN-555-GYNE-V1
GATA1,UHN-555-GYNE-V1
TFE3,UHN-555-GYNE-V1
SSX2,UHN-555-GYNE-V1
SSX2B,UHN-555-GYNE-V1
KDM5C,UHN-555-GYNE-V1
SMC1A,UHN-555-GYNE-V1
AR,UHN-555-GYNE-V1
MED12,UHN-555-GYNE-V1
TAF1,UHN-555-GYNE-V1
ATRX,UHN-555-GYNE-V1
TBX22,UHN-555-GYNE-V1
TGIF2LX,UHN-555-GYNE-V1
TGIF2LY,UHN-555-GYNE-V1
AMELY,UHN-555-GYNE-V1
EPRS,UHN-555-GYNE-V1
ACTA2,UHN-555-GYNE-V1
SOX5,UHN-555-GYNE-V1
RASSF8,UHN-555-GYNE-V1
FAM155A,UHN-555-GYNE-V1
CA10,UHN-555-GYNE-V1
WSCD1,UHN-555-GYNE-V1
KATNAL2,UHN-555-GYNE-V1
COL6A2,UHN-555-GYNE-V1
OSBP2,UHN-555-GYNE-V1
DGKG,UHN-555-GYNE-V1
LRRC16A,UHN-555-GYNE-V1
SNX13,UHN-555-GYNE-V1
FAM135B,UHN-555-GYNE-V1
GNAI3,UHN-555-HEAD-NECK-V1
RBM15,UHN-555-HEAD-NECK-V1
MTOR,UHN-555-HEAD-NECK-V1
TRIM33,UHN-555-HEAD-NECK-V1
NRAS,UHN-555-HEAD-NECK-V1
NOTCH2,UHN-555-HEAD-NECK-V1
PDE4DIP,UHN-555-HEAD-NECK-V1
ITGA10,UHN-555-HEAD-NECK-V1
BCL9,UHN-555-HEAD-NECK-V1
MCL1,UHN-555-HEAD-NECK-V1
ARNT,UHN-555-HEAD-NECK-V1
TPM3,UHN-555-HEAD-NECK-V1
CKS1B,UHN-555-HEAD-NECK-V1
MUC1,UHN-555-HEAD-NECK-V1
PRCC,UHN-555-HEAD-NECK-V1
NTRK1,UHN-555-HEAD-NECK-V1
APOA2,UHN-555-HEAD-NECK-V1
SDHC,UHN-555-HEAD-NECK-V1
SPEN,UHN-555-HEAD-NECK-V1
DDR2,UHN-555-HEAD-NECK-V1
PBX1,UHN-555-HEAD-NECK-V1
SDHB,UHN-555-HEAD-NECK-V1
ABL2,UHN-555-HEAD-NECK-V1
CACNA1E,UHN-555-HEAD-NECK-V1
RNASEL,UHN-555-HEAD-NECK-V1
RNF2,UHN-555-HEAD-NECK-V1
TPR,UHN-555-HEAD-NECK-V1
PTGS2,UHN-555-HEAD-NECK-V1
PAX7,UHN-555-HEAD-NECK-V1
BRINP3,UHN-555-HEAD-NECK-V1
CDC73,UHN-555-HEAD-NECK-V1
CACNA1S,UHN-555-HEAD-NECK-V1
PIK3C2B,UHN-555-HEAD-NECK-V1
MDM4,UHN-555-HEAD-NECK-V1
IKBKE,UHN-555-HEAD-NECK-V1
MARK1,UHN-555-HEAD-NECK-V1
PARP1,UHN-555-HEAD-NECK-V1
MTR,UHN-555-HEAD-NECK-V1
ID3,UHN-555-HEAD-NECK-V1
FH,UHN-555-HEAD-NECK-V1
AKT3,UHN-555-HEAD-NECK-V1
TNFRSF14,UHN-555-HEAD-NECK-V1
ARID1A,UHN-555-HEAD-NECK-V1
PRDM16,UHN-555-HEAD-NECK-V1
LCK,UHN-555-HEAD-NECK-V1
CSF3R,UHN-555-HEAD-NECK-V1
MYCL,UHN-555-HEAD-NECK-V1
MPL,UHN-555-HEAD-NECK-V1
MUTYH,UHN-555-HEAD-NECK-V1
TAL1,UHN-555-HEAD-NECK-V1
CMPK1,UHN-555-HEAD-NECK-V1
CDKN2C,UHN-555-HEAD-NECK-V1
RPL22,UHN-555-HEAD-NECK-V1
PLEKHG5,UHN-555-HEAD-NECK-V1
JAK1,UHN-555-HEAD-NECK-V1
BCL10,UHN-555-HEAD-NECK-V1
DPYD,UHN-555-HEAD-NECK-V1
PIK3CD,UHN-555-HEAD-NECK-V1
TLX1,UHN-555-HEAD-NECK-V1
NFKB2,UHN-555-HEAD-NECK-V1
SUFU,UHN-555-HEAD-NECK-V1
SMC3,UHN-555-HEAD-NECK-V1
TCF7L2,UHN-555-HEAD-NECK-V1
FGFR2,UHN-555-HEAD-NECK-V1
MLLT10,UHN-555-HEAD-NECK-V1
KLF6,UHN-555-HEAD-NECK-V1
RET,UHN-555-HEAD-NECK-V1
MAPK8,UHN-555-HEAD-NECK-V1
NCOA4,UHN-555-HEAD-NECK-V1
TET1,UHN-555-HEAD-NECK-V1
CDH23,UHN-555-HEAD-NECK-V1
KAT6B,UHN-555-HEAD-NECK-V1
GATA3,UHN-555-HEAD-NECK-V1
BMPR1A,UHN-555-HEAD-NECK-V1
PTEN,UHN-555-HEAD-NECK-V1
FAS,UHN-555-HEAD-NECK-V1
CYP2C19,UHN-555-HEAD-NECK-V1
BLNK,UHN-555-HEAD-NECK-V1
BIRC3,UHN-555-HEAD-NECK-V1
BIRC2,UHN-555-HEAD-NECK-V1
GUCY1A2,UHN-555-HEAD-NECK-V1
ATM,UHN-555-HEAD-NECK-V1
SDHD,UHN-555-HEAD-NECK-V1
APOA1,UHN-555-HEAD-NECK-V1
KMT2A,UHN-555-HEAD-NECK-V1
CBL,UHN-555-HEAD-NECK-V1
CHEK1,UHN-555-HEAD-NECK-V1
ETS1,UHN-555-HEAD-NECK-V1
FLI1,UHN-555-HEAD-NECK-V1
IGF2,UHN-555-HEAD-NECK-V1
WT1,UHN-555-HEAD-NECK-V1
NUP98,UHN-555-HEAD-NECK-V1
RRM1,UHN-555-HEAD-NECK-V1
EXT2,UHN-555-HEAD-NECK-V1
DDB2,UHN-555-HEAD-NECK-V1
SPI1,UHN-555-HEAD-NECK-V1
HRAS,UHN-555-HEAD-NECK-V1
TMEM216,UHN-555-HEAD-NECK-V1
MEN1,UHN-555-HEAD-NECK-V1
CCND1,UHN-555-HEAD-NECK-V1
FGF19,UHN-555-HEAD-NECK-V1
FGF4,UHN-555-HEAD-NECK-V1
FGF3,UHN-555-HEAD-NECK-V1
NUMA1,UHN-555-HEAD-NECK-V1
C11orf30,UHN-555-HEAD-NECK-V1
MRE11A,UHN-555-HEAD-NECK-V1
MAML2,UHN-555-HEAD-NECK-V1
SH2B3,UHN-555-HEAD-NECK-V1
PTPN11,UHN-555-HEAD-NECK-V1
ETV6,UHN-555-HEAD-NECK-V1
HNF1A,UHN-555-HEAD-NECK-V1
NCOR2,UHN-555-HEAD-NECK-V1
CDKN1B,UHN-555-HEAD-NECK-V1
EP400,UHN-555-HEAD-NECK-V1
KRAS,UHN-555-HEAD-NECK-V1
KDM5A,UHN-555-HEAD-NECK-V1
ADAMTS20,UHN-555-HEAD-NECK-V1
CCND2,UHN-555-HEAD-NECK-V1
FGF23,UHN-555-HEAD-NECK-V1
FGF6,UHN-555-HEAD-NECK-V1
ARID2,UHN-555-HEAD-NECK-V1
KMT2D,UHN-555-HEAD-NECK-V1
ATF1,UHN-555-HEAD-NECK-V1
SMUG1,UHN-555-HEAD-NECK-V1
ERBB3,UHN-555-HEAD-NECK-V1
DDIT3,UHN-555-HEAD-NECK-V1
CDK4,UHN-555-HEAD-NECK-V1
ING4,UHN-555-HEAD-NECK-V1
ZNF384,UHN-555-HEAD-NECK-V1
MDM2,UHN-555-HEAD-NECK-V1
LYZ,UHN-555-HEAD-NECK-V1
SYT1,UHN-555-HEAD-NECK-V1
FGF14,UHN-555-HEAD-NECK-V1
BIVM,UHN-555-HEAD-NECK-V1
"",UHN-555-HEAD-NECK-V1
ERCC5,UHN-555-HEAD-NECK-V1
IRS2,UHN-555-HEAD-NECK-V1
LAMP1,UHN-555-HEAD-NECK-V1
ZMYM2,UHN-555-HEAD-NECK-V1
CDK8,UHN-555-HEAD-NECK-V1
FLT3,UHN-555-HEAD-NECK-V1
FLT1,UHN-555-HEAD-NECK-V1
BRCA2,UHN-555-HEAD-NECK-V1
FOXO1,UHN-555-HEAD-NECK-V1
RB1,UHN-555-HEAD-NECK-V1
DIS3,UHN-555-HEAD-NECK-V1
HSP90AA1,UHN-555-HEAD-NECK-V1
TRAF3,UHN-555-HEAD-NECK-V1
AKT1,UHN-555-HEAD-NECK-V1
IGHVIII-82,UHN-555-HEAD-NECK-V1
BCL2L2,UHN-555-HEAD-NECK-V1
NFKBIA,UHN-555-HEAD-NECK-V1
NKX2-1,UHN-555-HEAD-NECK-V1
FOXA1,UHN-555-HEAD-NECK-V1
NIN,UHN-555-HEAD-NECK-V1
HIF1A,UHN-555-HEAD-NECK-V1
MLH3,UHN-555-HEAD-NECK-V1
TSHR,UHN-555-HEAD-NECK-V1
TRIP11,UHN-555-HEAD-NECK-V1
DICER1,UHN-555-HEAD-NECK-V1
TCL1A,UHN-555-HEAD-NECK-V1
BCL11B,UHN-555-HEAD-NECK-V1
THBS1,UHN-555-HEAD-NECK-V1
BUB1B,UHN-555-HEAD-NECK-V1
CASC5,UHN-555-HEAD-NECK-V1
RAD51,UHN-555-HEAD-NECK-V1
LTK,UHN-555-HEAD-NECK-V1
TGM7,UHN-555-HEAD-NECK-V1
B2M,UHN-555-HEAD-NECK-V1
ZNF280D,UHN-555-HEAD-NECK-V1
TCF12,UHN-555-HEAD-NECK-V1
MAP2K1,UHN-555-HEAD-NECK-V1
PML,UHN-555-HEAD-NECK-V1
NTRK3,UHN-555-HEAD-NECK-V1
IDH2,UHN-555-HEAD-NECK-V1
BLM,UHN-555-HEAD-NECK-V1
IGF1R,UHN-555-HEAD-NECK-V1
GRIN2A,UHN-555-HEAD-NECK-V1
ERCC4,UHN-555-HEAD-NECK-V1
MYH11,UHN-555-HEAD-NECK-V1
TSC2,UHN-555-HEAD-NECK-V1
PALB2,UHN-555-HEAD-NECK-V1
IL21R,UHN-555-HEAD-NECK-V1
FUS,UHN-555-HEAD-NECK-V1
CREBBP,UHN-555-HEAD-NECK-V1
CYLD,UHN-555-HEAD-NECK-V1
MMP2,UHN-555-HEAD-NECK-V1
NUP93,UHN-555-HEAD-NECK-V1
CDH11,UHN-555-HEAD-NECK-V1
CDH5,UHN-555-HEAD-NECK-V1
CBFB,UHN-555-HEAD-NECK-V1
CTCF,UHN-555-HEAD-NECK-V1
CDH1,UHN-555-HEAD-NECK-V1
PHLPP2,UHN-555-HEAD-NECK-V1
MAF,UHN-555-HEAD-NECK-V1
PKD1L2,UHN-555-HEAD-NECK-V1
PLCG2,UHN-555-HEAD-NECK-V1
IRF8,UHN-555-HEAD-NECK-V1
FANCA,UHN-555-HEAD-NECK-V1
DNAH9,UHN-555-HEAD-NECK-V1
MAP2K4,UHN-555-HEAD-NECK-V1
FLCN,UHN-555-HEAD-NECK-V1
GID4,UHN-555-HEAD-NECK-V1
NF1,UHN-555-HEAD-NECK-V1
SUZ12,UHN-555-HEAD-NECK-V1
RAD51D,UHN-555-HEAD-NECK-V1
CDK12,UHN-555-HEAD-NECK-V1
PGAP3,UHN-555-HEAD-NECK-V1
ERBB2,UHN-555-HEAD-NECK-V1
RARA,UHN-555-HEAD-NECK-V1
STAT3,UHN-555-HEAD-NECK-V1
BRCA1,UHN-555-HEAD-NECK-V1
ETV4,UHN-555-HEAD-NECK-V1
ITGB3,UHN-555-HEAD-NECK-V1
HOXB13,UHN-555-HEAD-NECK-V1
SPOP,UHN-555-HEAD-NECK-V1
COL1A1,UHN-555-HEAD-NECK-V1
HLF,UHN-555-HEAD-NECK-V1
NLRP1,UHN-555-HEAD-NECK-V1
RNF43,UHN-555-HEAD-NECK-V1
RAD51C,UHN-555-HEAD-NECK-V1
BRIP1,UHN-555-HEAD-NECK-V1
CD79B,UHN-555-HEAD-NECK-V1
GNA13,UHN-555-HEAD-NECK-V1
PRKAR1A,UHN-555-HEAD-NECK-V1
CTDNEP1,UHN-555-HEAD-NECK-V1
GPS2,UHN-555-HEAD-NECK-V1
SRSF2,UHN-555-HEAD-NECK-V1
SEPT9,UHN-555-HEAD-NECK-V1
TP53,UHN-555-HEAD-NECK-V1
BIRC5,UHN-555-HEAD-NECK-V1
RNF213,UHN-555-HEAD-NECK-V1
RPTOR,UHN-555-HEAD-NECK-V1
ACTG1,UHN-555-HEAD-NECK-V1
ASPSCR1,UHN-555-HEAD-NECK-V1
PER1,UHN-555-HEAD-NECK-V1
AURKB,UHN-555-HEAD-NECK-V1
ZNF521,UHN-555-HEAD-NECK-V1
CDH2,UHN-555-HEAD-NECK-V1
TTR,UHN-555-HEAD-NECK-V1
PIK3C3,UHN-555-HEAD-NECK-V1
SETBP1,UHN-555-HEAD-NECK-V1
SMAD2,UHN-555-HEAD-NECK-V1
MBD1,UHN-555-HEAD-NECK-V1
SMAD4,UHN-555-HEAD-NECK-V1
DCC,UHN-555-HEAD-NECK-V1
MALT1,UHN-555-HEAD-NECK-V1
CDH20,UHN-555-HEAD-NECK-V1
BCL2,UHN-555-HEAD-NECK-V1
TYK2,UHN-555-HEAD-NECK-V1
KEAP1,UHN-555-HEAD-NECK-V1
SMARCA4,UHN-555-HEAD-NECK-V1
STK11,UHN-555-HEAD-NECK-V1
CALR,UHN-555-HEAD-NECK-V1
ZSWIM4,UHN-555-HEAD-NECK-V1
TCF3,UHN-555-HEAD-NECK-V1
JAK3,UHN-555-HEAD-NECK-V1
PIK3R2,UHN-555-HEAD-NECK-V1
CRTC1,UHN-555-HEAD-NECK-V1
MEF2B,UHN-555-HEAD-NECK-V1
DOT1L,UHN-555-HEAD-NECK-V1
CCNE1,UHN-555-HEAD-NECK-V1
GNA11,UHN-555-HEAD-NECK-V1
FZR1,UHN-555-HEAD-NECK-V1
RYR1,UHN-555-HEAD-NECK-V1
AKT2,UHN-555-HEAD-NECK-V1
MAP2K2,UHN-555-HEAD-NECK-V1
AXL,UHN-555-HEAD-NECK-V1
TGFB1,UHN-555-HEAD-NECK-V1
ANKRD24,UHN-555-HEAD-NECK-V1
CD79A,UHN-555-HEAD-NECK-V1
CIC,UHN-555-HEAD-NECK-V1
BCL3,UHN-555-HEAD-NECK-V1
MARK4,UHN-555-HEAD-NECK-V1
ERCC2,UHN-555-HEAD-NECK-V1
ERCC1,UHN-555-HEAD-NECK-V1
PPP2R1A,UHN-555-HEAD-NECK-V1
AURKC,UHN-555-HEAD-NECK-V1
MLLT1,UHN-555-HEAD-NECK-V1
AFF3,UHN-555-HEAD-NECK-V1
PAX8,UHN-555-HEAD-NECK-V1
ERCC3,UHN-555-HEAD-NECK-V1
LRP1B,UHN-555-HEAD-NECK-V1
ACVR2A,UHN-555-HEAD-NECK-V1
MYCN,UHN-555-HEAD-NECK-V1
PDK1,UHN-555-HEAD-NECK-V1
NFE2L2,UHN-555-HEAD-NECK-V1
PMS1,UHN-555-HEAD-NECK-V1
STAT4,UHN-555-HEAD-NECK-V1
SF3B1,UHN-555-HEAD-NECK-V1
CASP8,UHN-555-HEAD-NECK-V1
CREB1,UHN-555-HEAD-NECK-V1
IDH1,UHN-555-HEAD-NECK-V1
ERBB4,UHN-555-HEAD-NECK-V1
BARD1,UHN-555-HEAD-NECK-V1
FN1,UHN-555-HEAD-NECK-V1
STK36,UHN-555-HEAD-NECK-V1
PAX3,UHN-555-HEAD-NECK-V1
CUL3,UHN-555-HEAD-NECK-V1
SP140,UHN-555-HEAD-NECK-V1
UGT1A1,UHN-555-HEAD-NECK-V1
NCOA1,UHN-555-HEAD-NECK-V1
DNMT3A,UHN-555-HEAD-NECK-V1
ALK,UHN-555-HEAD-NECK-V1
EML4,UHN-555-HEAD-NECK-V1
EPCAM,UHN-555-HEAD-NECK-V1
MSH2,UHN-555-HEAD-NECK-V1
MSH6,UHN-555-HEAD-NECK-V1
FANCL,UHN-555-HEAD-NECK-V1
