Hugo_Symbol,SEQ_ASSAY_ID
MCL1,VICC-01-R2
MDM2,VICC-01-R2
MDS2,VICC-01-R2
MECOM,VICC-01-R2
MEF2C,VICC-01-R2
MEN1,VICC-01-R2
MET,VICC-01-R2
MGMT,VICC-01-R2
MITF,VICC-01-R2
MKI67,VICC-01-R2
MKL1,VICC-01-R2
MKL2,VICC-01-R2
MLF1,VICC-01-R2
MLH1,VICC-01-R2
MLLT10,VICC-01-R2
MLLT1,VICC-01-R2
MLLT3,VICC-01-R2
MLLT6,VICC-01-R2
MME,VICC-01-R2
MN1,VICC-01-R2
MNX1,VICC-01-R2
MRPL9,VICC-01-R2
MS4A1,VICC-01-R2
MSH2,VICC-01-R2
MSH6,VICC-01-R2
MSI2,VICC-01-R2
MSN,VICC-01-R2
MTAP,VICC-01-R2
MTCP1,VICC-01-R2
MUC1,VICC-01-R2
MYB,VICC-01-R2
MYCN,VICC-01-R2
MYC,VICC-01-R2
MYH11,VICC-01-R2
MYH9,VICC-01-R2
NACA,VICC-01-R2
NBEAP1,VICC-01-R2
NCAM1,VICC-01-R2
NCOA2,VICC-01-R2
NDRG1,VICC-01-R2
NF1,VICC-01-R2
NF2,VICC-01-R2
NFKB2,VICC-01-R2
NFKBIE,VICC-01-R2
NIN,VICC-01-R2
NKX2-1,VICC-01-R2
NONO,VICC-01-R2
NOTCH1,VICC-01-R2
NOTCH2,VICC-01-R2
NPM1,VICC-01-R2
NR4A3,VICC-01-R2
NRAS,VICC-01-R2
NSD1,VICC-01-R2
NTRK1,VICC-01-R2
NTRK2,VICC-01-R2
NTRK3,VICC-01-R2
NUMA1,VICC-01-R2
NUP214,VICC-01-R2
NUP98,VICC-01-R2
NUTM2A,VICC-01-R2
OLIG2,VICC-01-R2
OMD,VICC-01-R2
PAFAH1B2,VICC-01-R2
PAK4,VICC-01-R2
PALB2,VICC-01-R2
PAX3,VICC-01-R2
PAX5,VICC-01-R2
PAX7,VICC-01-R2
PBX1,VICC-01-R2
PCM1,VICC-01-R2
PCSK7,VICC-01-R2
PDCD1LG2,VICC-01-R2
PDCD1,VICC-01-R2
PDE4DIP,VICC-01-R2
PDGFA,VICC-01-R2
PDGFB,VICC-01-R2
PDGFC,VICC-01-R2
PDGFD,VICC-01-R2
PDGFRA,VICC-01-R2
PDGFRB,VICC-01-R2
PDK1,VICC-01-R2
PER1,VICC-01-R2
PFDN1,VICC-01-R2
PGAM5,VICC-01-R2
PGK1,VICC-01-R2
PGR,VICC-01-R2
PHF1,VICC-01-R2
PHGDH,VICC-01-R2
PICALM,VICC-01-R2
PIK3CA,VICC-01-R2
PIK3CD,VICC-01-R2
PIK3R1,VICC-01-R2
PIK3R2,VICC-01-R2
PIM1,VICC-01-R2
PLAG1,VICC-01-R2
PML,VICC-01-R2
PMS2,VICC-01-R2
PNMT,VICC-01-R2
POU2AF1,VICC-01-R2
PPP1CB,VICC-01-R2
PRDM16,VICC-01-R2
PRDM1,VICC-01-R2
PRRX1,VICC-01-R2
PSIP1,VICC-01-R2
PTCH1,VICC-01-R2
PTEN,VICC-01-R2
PTK7,VICC-01-R2
PTPRC,VICC-01-R2
RABEP1,VICC-01-R2
RAF1,VICC-01-R2
RALGDS,VICC-01-R2
RANBP17,VICC-01-R2
RAP1B,VICC-01-R2
RAP1GDS1,VICC-01-R2
RARA,VICC-01-R2
RB1,VICC-01-R2
RBM15,VICC-01-R2
RCOR1,VICC-01-R2
RET,VICC-01-R2
RHOH,VICC-01-R2
RNF213,VICC-01-R2
ROS1,VICC-01-R2
RPA1,VICC-01-R2
RPL11,VICC-01-R2
RPL13,VICC-01-R2
RPL15,VICC-01-R2
RPL22,VICC-01-R2
RPL35A,VICC-01-R2
RPN1,VICC-01-R2
RPS14,VICC-01-R2
RPS15,VICC-01-R2
RPS19,VICC-01-R2
RPS26,VICC-01-R2
RRBP1,VICC-01-R2
RUNX1T1,VICC-01-R2
RUNX1,VICC-01-R2
RUNX2,VICC-01-R2
SEC31A,VICC-01-R2
SEPT5,VICC-01-R2
SEPT6,VICC-01-R2
SEPT9,VICC-01-R2
SET,VICC-01-R2
SH3GL1,VICC-01-R2
SHBG,VICC-01-R2
SLC1A2,VICC-01-R2
SLC2A4,VICC-01-R2
SMAD2,VICC-01-R2
SMAD4,VICC-01-R2
SMARCB1,VICC-01-R2
SNX29,VICC-01-R2
SPATA2,VICC-01-R2
SPN,VICC-01-R2
SRC,VICC-01-R2
SRSF3,VICC-01-R2
SS18,VICC-01-R2
SSX1,VICC-01-R2
SSX2,VICC-01-R2
STAT6,VICC-01-R2
STK11,VICC-01-R2
SYK,VICC-01-R2
TAF15,VICC-01-R2
TAL1,VICC-01-R2
TBL1XR1,VICC-01-R2
TCF3,VICC-01-R2
TCL1A,VICC-01-R2
TCL6,VICC-01-R2
TEC,VICC-01-R2
TET1,VICC-01-R2
TFE3,VICC-01-R2
TFG,VICC-01-R2
TFPT,VICC-01-R2
TFRC,VICC-01-R2
TGFA,VICC-01-R2
TGFB1,VICC-01-R2
TGFB2,VICC-01-R2
TGFB3,VICC-01-R2
TGFBR1,VICC-01-R2
TGFBR2,VICC-01-R2
TGFBR3,VICC-01-R2
TLX1,VICC-01-R2
TLX3,VICC-01-R2
TMPRSS2,VICC-01-R2
TNFRSF11A,VICC-01-R2
TNFRSF8,VICC-01-R2
TNFSF9,VICC-01-R2
TOP1,VICC-01-R2
TP53,VICC-01-R2
TP63,VICC-01-R2
TPM3,VICC-01-R2
TPM4,VICC-01-R2
TRAF2,VICC-01-R2
TRAF3,VICC-01-R2
TRAF5,VICC-01-R2
TRGC2,VICC-01-R2
TRIM24,VICC-01-R2
TRIP11,VICC-01-R2
TSC1,VICC-01-R2
TSC2,VICC-01-R2
TTL,VICC-01-R2
TYK2,VICC-01-R2
USP6,VICC-01-R2
USP9Y,VICC-01-R2
VEGFA,VICC-01-R2
VEGFB,VICC-01-R2
VHL,VICC-01-R2
WT1,VICC-01-R2
YPEL5,VICC-01-R2
ZBTB16,VICC-01-R2
ZMYM2,VICC-01-R2
ZNF384,VICC-01-R2
ZNF521,VICC-01-R2
ABCB1,VICC-01-T4B
ABCC4,VICC-01-T4B
ABCG2,VICC-01-T4B
ABL1,VICC-01-T4B
ABL2,VICC-01-T4B
AKT1,VICC-01-T4B
AKT2,VICC-01-T4B
AKT3,VICC-01-T4B
ALK,VICC-01-T4B
APC,VICC-01-T4B
ARAF,VICC-01-T4B
ARFRP1,VICC-01-T4B
ARID1A,VICC-01-T4B
AR,VICC-01-T4B
ATM,VICC-01-T4B
ATR,VICC-01-T4B
AURKA,VICC-01-T4B
AURKB,VICC-01-T4B
BAP1,VICC-01-T4B
BCL2A1,VICC-01-T4B
BCL2L1,VICC-01-T4B
BCL2L2,VICC-01-T4B
BCL2,VICC-01-T4B
BCL6,VICC-01-T4B
BRAF,VICC-01-T4B
BRCA1,VICC-01-T4B
BRCA2,VICC-01-T4B
CARD11,VICC-01-T4B
CBL,VICC-01-T4B
CCND1,VICC-01-T4B
CCND2,VICC-01-T4B
CCND3,VICC-01-T4B
CCNE1,VICC-01-T4B
CD79A,VICC-01-T4B
CD79B,VICC-01-T4B
CDH1,VICC-01-T4B
CDH20,VICC-01-T4B
CDH2,VICC-01-T4B
CDH5,VICC-01-T4B
CDK4,VICC-01-T4B
CDK6,VICC-01-T4B
CDK8,VICC-01-T4B
CDKN2A,VICC-01-T4B
CDKN2B,VICC-01-T4B
CDKN2C,VICC-01-T4B
CEBPA,VICC-01-T4B
CHEK1,VICC-01-T4B
CHEK2,VICC-01-T4B
CRKL,VICC-01-T4B
CRLF2,VICC-01-T4B
CTNNB1,VICC-01-T4B
CYP1B1,VICC-01-T4B
CYP2C19,VICC-01-T4B
CYP2C8,VICC-01-T4B
CYP2D6,VICC-01-T4B
CYP3A4,VICC-01-T4B
CYP3A5,VICC-01-T4B
DDR2,VICC-01-T4B
DNMT3A,VICC-01-T4B
DOT1L,VICC-01-T4B
DPYD,VICC-01-T4B
EGFR,VICC-01-T4B
EPHA3,VICC-01-T4B
EPHA5,VICC-01-T4B
EPHA6,VICC-01-T4B
EPHA7,VICC-01-T4B
EPHB1,VICC-01-T4B
EPHB4,VICC-01-T4B
EPHB6,VICC-01-T4B
ERBB2,VICC-01-T4B
ERBB3,VICC-01-T4B
ERBB4,VICC-01-T4B
ERCC2,VICC-01-T4B
ERG,VICC-01-T4B
ESR1,VICC-01-T4B
ESR2,VICC-01-T4B
EZH2,VICC-01-T4B
FANCA,VICC-01-T4B
FBXW7,VICC-01-T4B
FCGR3A,VICC-01-T4B
FGFR1,VICC-01-T4B
FGFR2,VICC-01-T4B
FGFR3,VICC-01-T4B
FGFR4,VICC-01-T4B
FLT1,VICC-01-T4B
FLT3,VICC-01-T4B
FLT4,VICC-01-T4B
FOXP4,VICC-01-T4B
GATA1,VICC-01-T4B
GNA11,VICC-01-T4B
GNAQ,VICC-01-T4B
GNAS,VICC-01-T4B
GSTP1,VICC-01-T4B
GUCY1A2,VICC-01-T4B
HOXA3,VICC-01-T4B
HRAS,VICC-01-T4B
HSP90AA1,VICC-01-T4B
IDH1,VICC-01-T4B
IDH2,VICC-01-T4B
IGF1R,VICC-01-T4B
IGF2R,VICC-01-T4B
IKBKE,VICC-01-T4B
IKZF1,VICC-01-T4B
INHBA,VICC-01-T4B
INSR,VICC-01-T4B
IRS2,VICC-01-T4B
ITPA,VICC-01-T4B
JAK1,VICC-01-T4B
JAK2,VICC-01-T4B
JAK3,VICC-01-T4B
JUN,VICC-01-T4B
KDM6A,VICC-01-T4B
KDR,VICC-01-T4B
KIT,VICC-01-T4B
KMT2A,VICC-01-T4B
KRAS,VICC-01-T4B
LRP1B,VICC-01-T4B
LRP2,VICC-01-T4B
LRP6,VICC-01-T4B
LTK,VICC-01-T4B
MAN1B1,VICC-01-T4B
MAP2K1,VICC-01-T4B
MAP2K2,VICC-01-T4B
MAP2K4,VICC-01-T4B
MCL1,VICC-01-T4B
MDM2,VICC-01-T4B
MDM4,VICC-01-T4B
MEN1,VICC-01-T4B
MET,VICC-01-T4B
MITF,VICC-01-T4B
MLH1,VICC-01-T4B
MPL,VICC-01-T4B
MSH2,VICC-01-T4B
MSH6,VICC-01-T4B
MTHFR,VICC-01-T4B
MTOR,VICC-01-T4B
MUTYH,VICC-01-T4B
MYCL,VICC-01-T4B
MYCN,VICC-01-T4B
MYC,VICC-01-T4B
NF1,VICC-01-T4B
NF2,VICC-01-T4B
NKX2-1,VICC-01-T4B
NOTCH1,VICC-01-T4B
NPM1,VICC-01-T4B
NQO1,VICC-01-T4B
NRAS,VICC-01-T4B
NRP2,VICC-01-T4B
NTRK1,VICC-01-T4B
NTRK2,VICC-01-T4B
NTRK3,VICC-01-T4B
PAK3,VICC-01-T4B
PAX5,VICC-01-T4B
PDGFRA,VICC-01-T4B
PDGFRB,VICC-01-T4B
PHLPP2,VICC-01-T4B
PIK3CA,VICC-01-T4B
PIK3CG,VICC-01-T4B
PIK3R1,VICC-01-T4B
PKHD1,VICC-01-T4B
PLCG1,VICC-01-T4B
PRKDC,VICC-01-T4B
PTCH1,VICC-01-T4B
PTCH2,VICC-01-T4B
PTEN,VICC-01-T4B
PTPN11,VICC-01-T4B
PTPRD,VICC-01-T4B
RAF1,VICC-01-T4B
RARA,VICC-01-T4B
RB1,VICC-01-T4B
RET,VICC-01-T4B
RICTOR,VICC-01-T4B
RPTOR,VICC-01-T4B
RUNX1,VICC-01-T4B
SLC19A1,VICC-01-T4B
SLC22A2,VICC-01-T4B
SLCO1B3,VICC-01-T4B
SMAD2,VICC-01-T4B
SMAD3,VICC-01-T4B
SMAD4,VICC-01-T4B
SMARCA4,VICC-01-T4B
SMARCB1,VICC-01-T4B
SMO,VICC-01-T4B
SOD2,VICC-01-T4B
SOX10,VICC-01-T4B
SOX2,VICC-01-T4B
SRC,VICC-01-T4B
STAT3,VICC-01-T4B
STK11,VICC-01-T4B
SUFU,VICC-01-T4B
SULT1A1,VICC-01-T4B
SZRD1,VICC-01-T4B
TBX22,VICC-01-T4B
TET2,VICC-01-T4B
TGFBR2,VICC-01-T4B
TNFAIP3,VICC-01-T4B
TNKS2,VICC-01-T4B
TNKS,VICC-01-T4B
TOP1,VICC-01-T4B
TP53,VICC-01-T4B
TPMT,VICC-01-T4B
TSC1,VICC-01-T4B
TSC2,VICC-01-T4B
TYMS,VICC-01-T4B
UGT1A1,VICC-01-T4B
UMPS,VICC-01-T4B
USP9X,VICC-01-T4B
VEGFA,VICC-01-T4B
VHL,VICC-01-T4B
"",VICC-01-T4B
WT1,VICC-01-T4B
ABCB1,VICC-01-T5A
ABCC4,VICC-01-T5A
ABCG2,VICC-01-T5A
ABL1,VICC-01-T5A
AKT1,VICC-01-T5A
AKT2,VICC-01-T5A
AKT3,VICC-01-T5A
ALK,VICC-01-T5A
ALOX12B,VICC-01-T5A
AMER1,VICC-01-T5A
APCDD1,VICC-01-T5A
APC,VICC-01-T5A
ARAF,VICC-01-T5A
ARFRP1,VICC-01-T5A
ARID1A,VICC-01-T5A
ARID2,VICC-01-T5A
AR,VICC-01-T5A
ASXL1,VICC-01-T5A
ATM,VICC-01-T5A
ATR,VICC-01-T5A
ATRX,VICC-01-T5A
AURKA,VICC-01-T5A
AURKB,VICC-01-T5A
AXL,VICC-01-T5A
BACH1,VICC-01-T5A
BAP1,VICC-01-T5A
BARD1,VICC-01-T5A
BCL2L2,VICC-01-T5A
BCL2,VICC-01-T5A
BCL6,VICC-01-T5A
BCORL1,VICC-01-T5A
BCOR,VICC-01-T5A
BCR,VICC-01-T5A
BLM,VICC-01-T5A
BRAF,VICC-01-T5A
BRCA1,VICC-01-T5A
BRCA2,VICC-01-T5A
BRIP1,VICC-01-T5A
BTG1,VICC-01-T5A
BTK,VICC-01-T5A
CARD11,VICC-01-T5A
CASP8,VICC-01-T5A
CBFB,VICC-01-T5A
CBL,VICC-01-T5A
CCND1,VICC-01-T5A
CCND2,VICC-01-T5A
CCND3,VICC-01-T5A
CCNE1,VICC-01-T5A
CD79A,VICC-01-T5A
CD79B,VICC-01-T5A
CDC73,VICC-01-T5A
CDH1,VICC-01-T5A
CDK12,VICC-01-T5A
CDK4,VICC-01-T5A
CDK6,VICC-01-T5A
CDK8,VICC-01-T5A
CDKN1B,VICC-01-T5A
CDKN2A,VICC-01-T5A
CDKN2B,VICC-01-T5A
CDKN2C,VICC-01-T5A
CEBPA,VICC-01-T5A
CHEK1,VICC-01-T5A
CHEK2,VICC-01-T5A
CHUK,VICC-01-T5A
CIC,VICC-01-T5A
CRBN,VICC-01-T5A
CREBBP,VICC-01-T5A
CRKL,VICC-01-T5A
CRLF2,VICC-01-T5A
CSF1R,VICC-01-T5A
CTCF,VICC-01-T5A
CTNNA1,VICC-01-T5A
CTNNB1,VICC-01-T5A
CUL4A,VICC-01-T5A
CUL4B,VICC-01-T5A
CYP17A1,VICC-01-T5A
CYP1B1,VICC-01-T5A
CYP2C19,VICC-01-T5A
CYP2C8,VICC-01-T5A
CYP2D6,VICC-01-T5A
CYP3A4,VICC-01-T5A
CYP3A5,VICC-01-T5A
DAXX,VICC-01-T5A
DDR2,VICC-01-T5A
DIS3,VICC-01-T5A
DNMT3A,VICC-01-T5A
DOT1L,VICC-01-T5A
DPYD,VICC-01-T5A
EGFR,VICC-01-T5A
EP300,VICC-01-T5A
EPHA3,VICC-01-T5A
EPHA5,VICC-01-T5A
EPHB1,VICC-01-T5A
ERBB2,VICC-01-T5A
ERBB3,VICC-01-T5A
ERBB4,VICC-01-T5A
ERCC2,VICC-01-T5A
ERG,VICC-01-T5A
ESR1,VICC-01-T5A
ESR2,VICC-01-T5A
ETV1,VICC-01-T5A
ETV4,VICC-01-T5A
ETV5,VICC-01-T5A
ETV6,VICC-01-T5A
EWSR1,VICC-01-T5A
EZH2,VICC-01-T5A
FAM46C,VICC-01-T5A
FANCA,VICC-01-T5A
FANCC,VICC-01-T5A
FANCD2,VICC-01-T5A
FANCE,VICC-01-T5A
FANCF,VICC-01-T5A
FANCG,VICC-01-T5A
FANCI,VICC-01-T5A
FANCL,VICC-01-T5A
FANCM,VICC-01-T5A
FAT3,VICC-01-T5A
FBXW7,VICC-01-T5A
FCGR3A,VICC-01-T5A
FGF10,VICC-01-T5A
FGF12,VICC-01-T5A
FGF14,VICC-01-T5A
FGF19,VICC-01-T5A
FGF23,VICC-01-T5A
FGF3,VICC-01-T5A
FGF4,VICC-01-T5A
FGF6,VICC-01-T5A
FGF7,VICC-01-T5A
FGFR1,VICC-01-T5A
FGFR2,VICC-01-T5A
FGFR3,VICC-01-T5A
FGFR4,VICC-01-T5A
FLT1,VICC-01-T5A
FLT3,VICC-01-T5A
FLT4,VICC-01-T5A
FOXL2,VICC-01-T5A
GATA1,VICC-01-T5A
GATA2,VICC-01-T5A
GATA3,VICC-01-T5A
GID4,VICC-01-T5A
GNA11,VICC-01-T5A
GNA13,VICC-01-T5A
GNAQ,VICC-01-T5A
GNAS,VICC-01-T5A
GRIN2A,VICC-01-T5A
GSK3B,VICC-01-T5A
GSTP1,VICC-01-T5A
HGF,VICC-01-T5A
HLA-A,VICC-01-T5A
HRAS,VICC-01-T5A
IDH1,VICC-01-T5A
IDH2,VICC-01-T5A
IGF1R,VICC-01-T5A
IGF1,VICC-01-T5A
IGF2,VICC-01-T5A
IKBKE,VICC-01-T5A
IKZF1,VICC-01-T5A
IL7R,VICC-01-T5A
INHBA,VICC-01-T5A
IRF4,VICC-01-T5A
IRS2,VICC-01-T5A
ITPA,VICC-01-T5A
JAK1,VICC-01-T5A
JAK2,VICC-01-T5A
JAK3,VICC-01-T5A
JUN,VICC-01-T5A
KAT6A,VICC-01-T5A
KDM5A,VICC-01-T5A
KDM5C,VICC-01-T5A
KDM6A,VICC-01-T5A
KDR,VICC-01-T5A
KEAP1,VICC-01-T5A
KIT,VICC-01-T5A
KLHL6,VICC-01-T5A
KMT2A,VICC-01-T5A
KMT2D,VICC-01-T5A
KRAS,VICC-01-T5A
LMO1,VICC-01-T5A
LRP1B,VICC-01-T5A
LRP2,VICC-01-T5A
MAN1B1,VICC-01-T5A
MAP2K1,VICC-01-T5A
MAP2K2,VICC-01-T5A
MAP2K4,VICC-01-T5A
MAP3K13,VICC-01-T5A
MAP3K1,VICC-01-T5A
MCL1,VICC-01-T5A
MDM2,VICC-01-T5A
MDM4,VICC-01-T5A
MED12,VICC-01-T5A
MEF2B,VICC-01-T5A
MEN1,VICC-01-T5A
MET,VICC-01-T5A
MITF,VICC-01-T5A
MLH1,VICC-01-T5A
MPL,VICC-01-T5A
MSH2,VICC-01-T5A
MSH6,VICC-01-T5A
MTHFR,VICC-01-T5A
MTOR,VICC-01-T5A
MUTYH,VICC-01-T5A
MYCL,VICC-01-T5A
MYCN,VICC-01-T5A
MYC,VICC-01-T5A
MYD88,VICC-01-T5A
NBN,VICC-01-T5A
NCOR1,VICC-01-T5A
NF1,VICC-01-T5A
NF2,VICC-01-T5A
NFE2L2,VICC-01-T5A
NFKBIA,VICC-01-T5A
NKX2-1,VICC-01-T5A
NOTCH1,VICC-01-T5A
NOTCH2,VICC-01-T5A
NOTCH3,VICC-01-T5A
NOTCH4,VICC-01-T5A
NPM1,VICC-01-T5A
NQO1,VICC-01-T5A
NRAS,VICC-01-T5A
NRP2,VICC-01-T5A
NSD1,VICC-01-T5A
NTRK1,VICC-01-T5A
NTRK2,VICC-01-T5A
NTRK3,VICC-01-T5A
NUP93,VICC-01-T5A
PAK3,VICC-01-T5A
PALB2,VICC-01-T5A
PARP1,VICC-01-T5A
PARP2,VICC-01-T5A
PARP3,VICC-01-T5A
PARP4,VICC-01-T5A
PAX5,VICC-01-T5A
PBRM1,VICC-01-T5A
PDGFRA,VICC-01-T5A
PDGFRB,VICC-01-T5A
PDK1,VICC-01-T5A
PIK3C2G,VICC-01-T5A
PIK3C3,VICC-01-T5A
PIK3CA,VICC-01-T5A
PIK3CG,VICC-01-T5A
PIK3R1,VICC-01-T5A
PIK3R2,VICC-01-T5A
PMS2,VICC-01-T5A
PNRC1,VICC-01-T5A
PPP2R1A,VICC-01-T5A
PRDM1,VICC-01-T5A
PRKAR1A,VICC-01-T5A
PRKDC,VICC-01-T5A
PRSS8,VICC-01-T5A
PTCH1,VICC-01-T5A
PTEN,VICC-01-T5A
PTPN11,VICC-01-T5A
RAD50,VICC-01-T5A
RAD51B,VICC-01-T5A
RAD51C,VICC-01-T5A
RAD51D,VICC-01-T5A
RAD51,VICC-01-T5A
RAD52,VICC-01-T5A
RAD54L,VICC-01-T5A
RAF1,VICC-01-T5A
RARA,VICC-01-T5A
RB1,VICC-01-T5A
REL,VICC-01-T5A
RET,VICC-01-T5A
RICTOR,VICC-01-T5A
RNF43,VICC-01-T5A
ROS1,VICC-01-T5A
RPA1,VICC-01-T5A
RPTOR,VICC-01-T5A
RUNX1T1,VICC-01-T5A
RUNX1,VICC-01-T5A
SETD2,VICC-01-T5A
SF3B1,VICC-01-T5A
SH2B3,VICC-01-T5A
SLC19A1,VICC-01-T5A
SLC22A2,VICC-01-T5A
SMAD2,VICC-01-T5A
SMAD4,VICC-01-T5A
SMARCA4,VICC-01-T5A
SMARCB1,VICC-01-T5A
SMARCD1,VICC-01-T5A
SMO,VICC-01-T5A
SOCS1,VICC-01-T5A
SOD2,VICC-01-T5A
SOX10,VICC-01-T5A
SOX2,VICC-01-T5A
SPEN,VICC-01-T5A
SPOP,VICC-01-T5A
SRC,VICC-01-T5A
STAG2,VICC-01-T5A
STAT4,VICC-01-T5A
STK11,VICC-01-T5A
SUFU,VICC-01-T5A
SULT1A1,VICC-01-T5A
SYK,VICC-01-T5A
SZRD1,VICC-01-T5A
TBX3,VICC-01-T5A
TET2,VICC-01-T5A
TGFBR2,VICC-01-T5A
TIPARP,VICC-01-T5A
TMPRSS2,VICC-01-T5A
TNFAIP3,VICC-01-T5A
TNFRSF14,VICC-01-T5A
TOP1,VICC-01-T5A
TP53,VICC-01-T5A
TPMT,VICC-01-T5A
TRRAP,VICC-01-T5A
TSC1,VICC-01-T5A
TSC2,VICC-01-T5A
TSHR,VICC-01-T5A
TYMS,VICC-01-T5A
UGT1A1,VICC-01-T5A
UMPS,VICC-01-T5A
VEGFA,VICC-01-T5A
VHL,VICC-01-T5A
WISP3,VICC-01-T5A
WT1,VICC-01-T5A
XPO1,VICC-01-T5A
XRCC3,VICC-01-T5A
ZNF217,VICC-01-T5A
ZNF703,VICC-01-T5A
ABCB1,VICC-01-T6B
ABCC4,VICC-01-T6B
ABCG2,VICC-01-T6B
ABL1,VICC-01-T6B
ACTB,VICC-01-T6B
AKT1,VICC-01-T6B
AKT2,VICC-01-T6B
AKT3,VICC-01-T6B
ALK,VICC-01-T6B
ALOX12B,VICC-01-T6B
AMER1,VICC-01-T6B
APCDD1,VICC-01-T6B
APC,VICC-01-T6B
APH1A,VICC-01-T6B
ARAF,VICC-01-T6B
ARFRP1,VICC-01-T6B
ARHGAP26,VICC-01-T6B
ARID1A,VICC-01-T6B
ARID2,VICC-01-T6B
AR,VICC-01-T6B
ASXL1,VICC-01-T6B
ATM,VICC-01-T6B
ATR,VICC-01-T6B
ATRX,VICC-01-T6B
AURKA,VICC-01-T6B
AURKB,VICC-01-T6B
AXL,VICC-01-T6B
B2M,VICC-01-T6B
BACH1,VICC-01-T6B
BAP1,VICC-01-T6B
BARD1,VICC-01-T6B
BCL10,VICC-01-T6B
BCL11B,VICC-01-T6B
BCL2L2,VICC-01-T6B
BCL2,VICC-01-T6B
BCL6,VICC-01-T6B
BCL7A,VICC-01-T6B
BCORL1,VICC-01-T6B
BCOR,VICC-01-T6B
BCR,VICC-01-T6B
BIRC3,VICC-01-T6B
BLM,VICC-01-T6B
BRAF,VICC-01-T6B
BRCA1,VICC-01-T6B
BRCA2,VICC-01-T6B
BRIP1,VICC-01-T6B
BTG1,VICC-01-T6B
BTG2,VICC-01-T6B
BTK,VICC-01-T6B
CARD11,VICC-01-T6B
CASP8,VICC-01-T6B
CBFB,VICC-01-T6B
CBL,VICC-01-T6B
CCND1,VICC-01-T6B
CCND2,VICC-01-T6B
CCND3,VICC-01-T6B
CCNE1,VICC-01-T6B
CD22,VICC-01-T6B
CD274,VICC-01-T6B
CD58,VICC-01-T6B
CD70,VICC-01-T6B
CD79A,VICC-01-T6B
CD79B,VICC-01-T6B
CDC73,VICC-01-T6B
CDH1,VICC-01-T6B
CDK12,VICC-01-T6B
CDK4,VICC-01-T6B
CDK6,VICC-01-T6B
CDK8,VICC-01-T6B
CDKN1B,VICC-01-T6B
CDKN2A,VICC-01-T6B
CDKN2B,VICC-01-T6B
CDKN2C,VICC-01-T6B
CEBPA,VICC-01-T6B
CHEK1,VICC-01-T6B
CHEK2,VICC-01-T6B
CHUK,VICC-01-T6B
CIC,VICC-01-T6B
CRBN,VICC-01-T6B
CREBBP,VICC-01-T6B
CRKL,VICC-01-T6B
CRLF2,VICC-01-T6B
CSF1R,VICC-01-T6B
CTCF,VICC-01-T6B
CTNNA1,VICC-01-T6B
CTNNB1,VICC-01-T6B
CUL4A,VICC-01-T6B
CUL4B,VICC-01-T6B
CUX1,VICC-01-T6B
CYP17A1,VICC-01-T6B
CYP1B1,VICC-01-T6B
CYP2C19,VICC-01-T6B
CYP2C8,VICC-01-T6B
CYP2D6,VICC-01-T6B
CYP3A4,VICC-01-T6B
CYP3A5,VICC-01-T6B
DAXX,VICC-01-T6B
DDR2,VICC-01-T6B
DIS3,VICC-01-T6B
DNM2,VICC-01-T6B
DNMT3A,VICC-01-T6B
DOT1L,VICC-01-T6B
DPYD,VICC-01-T6B
DTX1,VICC-01-T6B
DUSP2,VICC-01-T6B
DUSP9,VICC-01-T6B
ECT2L,VICC-01-T6B
EED,VICC-01-T6B
EGFR,VICC-01-T6B
EP300,VICC-01-T6B
EPHA3,VICC-01-T6B
EPHA5,VICC-01-T6B
EPHA7,VICC-01-T6B
EPHB1,VICC-01-T6B
ERBB2,VICC-01-T6B
ERBB3,VICC-01-T6B
ERBB4,VICC-01-T6B
ERCC2,VICC-01-T6B
ERG,VICC-01-T6B
ESR1,VICC-01-T6B
ESR2,VICC-01-T6B
ETV1,VICC-01-T6B
ETV4,VICC-01-T6B
ETV5,VICC-01-T6B
ETV6,VICC-01-T6B
EWSR1,VICC-01-T6B
EZH2,VICC-01-T6B
FAM46C,VICC-01-T6B
FANCA,VICC-01-T6B
FANCC,VICC-01-T6B
FANCD2,VICC-01-T6B
FANCE,VICC-01-T6B
FANCF,VICC-01-T6B
FANCG,VICC-01-T6B
FANCI,VICC-01-T6B
FANCL,VICC-01-T6B
FANCM,VICC-01-T6B
FAS,VICC-01-T6B
FAT3,VICC-01-T6B
FBXW7,VICC-01-T6B
FCGR3A,VICC-01-T6B
FGF10,VICC-01-T6B
FGF12,VICC-01-T6B
FGF14,VICC-01-T6B
FGF19,VICC-01-T6B
FGF23,VICC-01-T6B
FGF3,VICC-01-T6B
FGF4,VICC-01-T6B
FGF6,VICC-01-T6B
FGF7,VICC-01-T6B
FGFR1,VICC-01-T6B
FGFR2,VICC-01-T6B
FGFR3,VICC-01-T6B
FGFR4,VICC-01-T6B
FLCN,VICC-01-T6B
FLT1,VICC-01-T6B
FLT3,VICC-01-T6B
FLT4,VICC-01-T6B
FOXL2,VICC-01-T6B
FOXO1,VICC-01-T6B
FOXO3,VICC-01-T6B
GATA1,VICC-01-T6B
GATA2,VICC-01-T6B
GATA3,VICC-01-T6B
GID4,VICC-01-T6B
GNA11,VICC-01-T6B
GNA13,VICC-01-T6B
GNAQ,VICC-01-T6B
GNAS,VICC-01-T6B
GRIN2A,VICC-01-T6B
GSK3B,VICC-01-T6B
GSTP1,VICC-01-T6B
HDAC4,VICC-01-T6B
